SPECIES	Longitude	Latitude
Tanaecium bilabiatum 	-64.3570	8.0580
Tanaecium bilabiatum 	-64.8950	6.9690
Tanaecium bilabiatum 	-64.4160	6.2500
Tanaecium bilabiatum 	-63.5500	8.1333
Tanaecium bilabiatum 	-64.4000	6.2330
Tanaecium bilabiatum 	-63.4530	5.0840
Tanaecium bilabiatum 	-61.1310	6.7350
Tanaecium bilabiatum 	-67.2160	6.0830
Tanaecium bilabiatum 	-67.4530	6.2050
Tanaecium bilabiatum 	-67.4160	6.4160
Tanaecium bilabiatum 	-68.4000	6.1830
Tanaecium bilabiatum 	-68.0830	6.2330
Tanaecium bilabiatum 	-69.5000	7.0330
Tanaecium bilabiatum 	-67.8000	5.0500
Tanaecium bilabiatum 	-67.7000	4.0486
Tanaecium bilabiatum 	-65.8160	5.4000
Tanaecium bilabiatum 	-55.8833	5.7666
Tanaecium bilabiatum 	-69.0500	-12.4830
Tanaecium bilabiatum 	-69.7160	-12.8160
Tanaecium bilabiatum 	-69.0830	-12.5830
Tanaecium bilabiatum 	-75.8330	-5.0830
Tanaecium bilabiatum 	-73.0330	-4.0680
Tanaecium bilabiatum 	-74.1190	-5.9560
Tanaecium bilabiatum 	-73.3400	-3.7840
Tanaecium bilabiatum 	-72.5720	-2.7730
Tanaecium bilabiatum 	-73.2700	-3.7470
Tanaecium bilabiatum 	-72.8330	-3.4660
Tanaecium bilabiatum 	-73.0330	-4.0330
Tanaecium bilabiatum 	-72.9160	-3.2500
Tanaecium bilabiatum 	-72.9160	-4.1330
Tanaecium bilabiatum 	-73.1670	-3.7060
Tanaecium bilabiatum 	-73.2470	-3.7480
Tanaecium bilabiatum 	-73.0000	-3.4650
Tanaecium bilabiatum 	-73.1910	-3.7880
Tanaecium bilabiatum 	-72.9050	-5.1540
Tanaecium bilabiatum 	-59.0330	4.1500
Tanaecium bilabiatum 	-59.0660	4.1330
Tanaecium bilabiatum 	-59.3160	2.7500
Tanaecium bilabiatum 	-59.4330	3.1160
Tanaecium bilabiatum 	-52.0160	3.6660
Tanaecium bilabiatum 	-67.6660	5.6660
Tanaecium bilabiatum 	-70.7610	7.0900
Tanaecium bilabiatum 	-70.3000	-3.8000
Tanaecium bilabiatum 	-72.1660	-0.6000
Tanaecium bilabiatum 	-72.2500	-0.6330
Tanaecium bilabiatum 	-61.4660	2.0160
Tanaecium bilabiatum 	-61.8330	3.5830
Tanaecium bilabiatum 	-49.6160	-3.8330
Tanaecium bilabiatum 	-47.4500	-1.6170
Tanaecium bilabiatum 	-50.7830	-3.3660
Tanaecium bilabiatum 	-51.9000	-1.1500
Tanaecium bilabiatum 	-52.2330	-1.7500
Tanaecium bilabiatum 	-54.0830	-1.9660
Tanaecium bilabiatum 	-54.0670	-2.0000
Tanaecium bilabiatum 	-54.7500	-1.9670
Tanaecium bilabiatum 	-61.1500	-3.7000
Tanaecium bilabiatum 	-70.8830	-5.2500
Tanaecium bilabiatum 	-61.2500	-1.4160
Tanaecium bilabiatum 	-65.5830	-1.8330
Tanaecium bilabiatum 	-60.1000	-3.2000
Tanaecium bilabiatum 	-60.0830	-2.3160
Tanaecium bilabiatum 	-60.6170	-3.2670
Tanaecium bilabiatum 	-58.3670	-3.1000
Tanaecium bilabiatum 	-61.3830	-1.8330
Tanaecium bilabiatum 	-62.0000	-3.9170
Tanaecium bilabiatum 	-60.9200	-1.4000
Tanaecium bilabiatum 	-51.9160	3.7160
Tanaecium bilabiatum 	-51.6660	1.0000
Tanaecium bilabiatum 	-68.0500	-12.0667
Tanaecium bilabiatum 	-64.9667	-14.8667
Tanaecium bilabiatum 	-66.4000	-14.1333
Tanaecium bilabiatum 	-66.1000	-11.0333
Tanaecium bilabiatum 	-65.3667	-10.8167
