"","NDM_SppCode","Species","Spatial_Scale","Analysis","Consensus_Rule","Number_CAs","Consensus_Area","Individual_Areas","Number_Spp","Cons_Area_Min_Score","Cons_Area_Max_Score","Spp_Min_Score","Spp_Max_Score","Groups","Approx_geo","Area_name","Geo_name","Geo_sector"
"357","11","Adenocalymma aurantiacum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.917","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"358","16","Adenocalymma bullatum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"359","18","Adenocalymma candolleanum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.809","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"360","21","Adenocalymma cinereum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"361","24","Adenocalymma coriaceum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"362","25","Adenocalymma cristicalyx",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.739","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"363","26","Adenocalymma cymbalum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.800","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"364","27","Adenocalymma dichilum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.844","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"365","28","Adenocalymma divaricatum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.815","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"366","30","Adenocalymma dusenii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.705","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"367","32","Adenocalymma flavum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.667","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"368","33","Adenocalymma gibbosum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.667","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"369","35","Adenocalymma grandifolium",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.917","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"370","36","Adenocalymma hatschbachii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"371","37","Adenocalymma hirtum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.692","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"372","38","Adenocalymma hypostictum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"373","43","Adenocalymma macrophyllum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"374","53","Adenocalymma paulistarum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.685","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"375","54","Adenocalymma pedunculatum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.736","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"376","56","Adenocalymma pubescens",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.789","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"377","57","Adenocalymma salmoneum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"378","60","Adenocalymma scabriusculum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.771","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"379","62","Adenocalymma sessile",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"380","64","Adenocalymma subsessilifolium",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.958","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"381","67","Adenocalymma trifoliatum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","1.000","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"382","68","Adenocalymma ubatubense",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"383","74","Amphilophium bauhinioides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.824","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"384","75","Amphilophium blanchetii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.792","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"385","76","Amphilophium bracteatum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"386","85","Amphilophium dolichoides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.800","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"387","86","Amphilophium dusenianum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.909","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"388","90","Amphilophium frutescens",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.625","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"389","115","Amphilophium scabriusculum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.725","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"390","120","Anemopaegma album",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"391","126","Anemopaegma citrinum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.923","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"392","132","Anemopaegma goyazense",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.636","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"393","133","Anemopaegma gracile",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.774","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"394","137","Anemopaegma hilarianum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.846","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"395","142","Anemopaegma laeve",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.908","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"396","145","Anemopaegma mirabile",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.688","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"397","146","Anemopaegma nebulosum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.667","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"398","149","Anemopaegma pabstii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.792","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"399","160","Anemopaegma scabriusculum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"400","161","Anemopaegma setilobum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"401","162","Anemopaegma velutinum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.815","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"402","172","Bignonia costata",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.792","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"403","195","Cuspidaria argentea",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.846","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"404","200","Cuspidaria cratensis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.778","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"405","205","Cuspidaria lasiantha",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"406","208","Cuspidaria multiflora",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.813","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"407","209","Cuspidaria octoptera",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.906","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"408","210","Cuspidaria pulchella",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.787","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"409","223","Dolichandra unguiculata",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"410","226","Fridericia bahiensis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.861","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"411","237","Fridericia cuneifolia",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"412","238","Fridericia dispar",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.623","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"413","240","Fridericia elegans",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"414","241","Fridericia erubescens",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.820","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"415","246","Fridericia formosa",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"416","250","Fridericia leucopogon",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.844","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"417","251","Fridericia limae",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.714","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"418","267","Fridericia rego",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.774","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"419","268","Fridericia samydoides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.745","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"420","270","Fridericia simplex",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.803","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"421","271","Fridericia speciosa",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.897","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"422","273","Fridericia subexserta",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.667","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"423","274","Fridericia subincana",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.690","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"424","276","Fridericia trachyphylla",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"425","281","Fridericia tynanthoides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.700","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"426","285","Lundia damazioi",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.813","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"427","288","Lundia gardneri",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.886","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"428","291","Lundia longa",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.589","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"429","292","Lundia nitidula",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.867","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"430","293","Lundia obliqua",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.853","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"431","296","Lundia virginalis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.861","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"432","302","Mansoa glaziovii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.757","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"433","303","Mansoa hirsuta",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.765","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"434","304","Mansoa hymenaea",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.630","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"435","305","Mansoa ivanii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.833","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"436","306","Mansoa lanceolata",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.758","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"437","307","Mansoa longicalyx",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"438","308","Mansoa minensis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.958","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"439","309","Mansoa onohualcoides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.598","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"440","310","Mansoa paganuccii",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.776","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"441","315","Martinella insignis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"442","324","Pleonotoma castelnaei",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.806","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"443","330","Pleonotoma fluminensis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.667","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"444","334","Pleonotoma orientalis",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.451","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"445","336","Pleonotoma stichadenia",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.793","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"446","337","Pleonotoma tetraquetra",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.838","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"447","349","Tanaecium cyrtanthum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.848","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"448","354","Tanaecium neobrasiliense",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.846","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"449","356","Tanaecium paradoxum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"450","357","Tanaecium parviflorum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.845","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"451","365","Tynanthus cognatus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.612","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"452","369","Tynanthus fasciculatus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.794","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"453","371","Tynanthus labiatus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.808","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"454","373","Tynanthus micranthus",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.717","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"455","379","Xylophragma corchoroides",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.875","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"456","380","Xylophragma harleyi",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.797","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"457","381","Xylophragma heterocalyx",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.705","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"458","382","Xylophragma myrianthum",3,"D","Loose 40","32","CA 3","119","103",2.181,20.77,"0.000","0.750","0","ESA","D3CA3","ESA_1","Eastern South America and AtlanticForest"
"459","107","Amphilophium perbracteatum",1,"D","Loose 40","10","CA 4","1","3",2.388,2.638,"0.821","0.821","0","DD","D1CA4","DD_1","Dry and Open Vegetation Diagonal"
"460","305","Mansoa ivanii",1,"D","Loose 40","10","CA 4","1","3",2.388,2.638,"0.781","0.781","0","DD","D1CA4","DD_1","Dry and Open Vegetation Diagonal"
"461","307","Mansoa longicalyx",1,"D","Loose 40","10","CA 4","1","3",2.388,2.638,"0.786","0.786","0","DD","D1CA4","DD_1","Dry and Open Vegetation Diagonal"
"462","47","Adenocalymma mirabile",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.740","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"463","65","Adenocalymma subspicatum",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.364","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"464","145","Anemopaegma mirabile",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.500","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"465","235","Fridericia crassa",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.524","0.750","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"466","262","Fridericia pliciflora",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.000","0.781","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"467","289","Lundia helicocalyx",2,"D","Loose 40","28","CA 2","3","6",2.249,3.249,"0.536","0.881","0","DD","D2CA2","DD_2","Dry and Open Vegetation Diagonal"
"468","13","Adenocalymma bracteatum",2,"D","Loose 40","28","CA 7","1","3",2.376,2.626,"0.792","0.792","0","THDD","D2CA7","THDD_1","Dry and Open Vegetation Diagonal"
"469","121","Anemopaegma arvense",2,"D","Loose 40","28","CA 7","1","3",2.376,2.626,"0.776","0.776","0","THDD","D2CA7","THDD_1","Dry and Open Vegetation Diagonal"
"470","236","Fridericia craterophora",2,"D","Loose 40","28","CA 7","1","3",2.376,2.626,"0.808","0.808","0","THDD","D2CA7","THDD_1","Dry and Open Vegetation Diagonal"
"471","144","Anemopaegma longipetiolatum",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.461","0.461","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"472","242","Fridericia fagoides",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.467","0.467","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"473","283","Fridericia whitei",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.568","0.568","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"474","362","Tanaecium tetramerum",2,"D","Loose 40","28","CA 17","1","4",2.246,2.496,"0.750","0.750","0","DDb","D2CA17","DDb_1","Dry and Open Vegetation Diagonal"
"475","27","Adenocalymma dichilum",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.758","0.758","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"476","75","Amphilophium blanchetii",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.685","0.685","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"477","288","Lundia gardneri",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.697","0.697","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"478","303","Mansoa hirsuta",2,"D","Loose 40","28","CA 23","1","4",2.737,2.987,"0.597","0.597","0","DD","D2CA23","DD_3","Dry and Open Vegetation Diagonal"
"479","7","Adenocalymma apparicianum",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.500","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"480","47","Adenocalymma mirabile",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.861","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"481","65","Adenocalymma subspicatum",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.722","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"482","75","Amphilophium blanchetii",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.471","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"483","145","Anemopaegma mirabile",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.750","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"484","195","Cuspidaria argentea",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","1.000","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"485","200","Cuspidaria cratensis",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.895","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"486","235","Fridericia crassa",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.500","0.722","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"487","251","Fridericia limae",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.473","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"488","262","Fridericia pliciflora",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.750","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"489","289","Lundia helicocalyx",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.450","0.857","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"490","303","Mansoa hirsuta",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.406","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"491","334","Pleonotoma orientalis",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.311","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"492","356","Tanaecium paradoxum",3,"D","Loose 40","32","CA 1","6","14",3.339,6.291,"0.000","0.563","0","DD","D3CA1","DD_4","Dry and Open Vegetation Diagonal"
"493","13","Adenocalymma bracteatum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.882","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"494","51","Adenocalymma nodosum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.780","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"495","118","Anemopaegma acutifolium",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.845","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"496","121","Anemopaegma arvense",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.908","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"497","123","Anemopaegma chamberlaynii",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.794","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"498","131","Anemopaegma glaucum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.805","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"499","196","Cuspidaria bracteata",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.700","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"500","199","Cuspidaria convoluta",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.667","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"501","211","Cuspidaria pulchra",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.703","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"502","212","Cuspidaria sceptrum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.787","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"503","213","Cuspidaria simplicifolia",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.632","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"504","236","Fridericia craterophora",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.807","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"505","268","Fridericia samydoides",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.817","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"506","300","Mansoa difficilis",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.806","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"507","322","Perianthomega vellozoi",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.650","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"508","342","Stizophyllum perforatum",3,"D","Loose 40","32","CA 4","26","16",2.074,4.559,"0.000","0.833","0","THDD","D3CA4","THDD_2","Dry and Open Vegetation Diagonal"
"509","114","Amphilophium sandwithii",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.818","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
"510","144","Anemopaegma longipetiolatum",3,"D","Loose 40","32","CA 15","5","7",2.3,2.55,"0.000","0.742","0","DDb","D3CA15","DDb_2","Dry and Open Vegetation Diagonal"
